QID,Brand,Model,Question,Dialogue
Q57,上汽通用五菱,宝骏610,老款奇瑞旗云2、排气管有水排出。而且是一直排  这是怎么了？ 还有特别废油、一公里大概要一两块钱,技师说：你好，发动机动力正常吗？防冻液一直消耗多不多？|车主说：功力赶紧有点弱、防冻液有少得情况|车主说：主要还特废油|技师说：发动机动力下降就会造成油耗高，一公里一两块已经是特别费油情况了|车主说：那排气出水是怎么样一个情况？|技师说：首先检查一下发动机各缸工作情况，其次进行检查火花塞燃烧情况，节气门与喷油嘴拆下来清洗，汽油滤芯得更换，看看离合器是否出现打滑导致动力传递不完全|技师说：排气管排水是正常得燃烧情况，如果过多就不正常，需要检查是否发动机烧水或者汽油含水量大导致得|车主说：以前不会、刚换得火花塞、何点火线圈高压线、洗了节气门。|技师说：汽油含水量大，发动机烧水都会排气管排出高于正常水得。|车主说：'？|技师说：就是汽油品质不行里面含水量大，燃烧不充分排气管就会排出来大部分水|车主说：哦|车主说：那废油要换些什么？|技师说：费油看看发动机各缸工作情况，其次把喷油嘴拆下来清洗看看雾化好不好，测量一下缸压，油压，汽油滤芯|技师说：先检查再更换，不然浪费钱|车主说：嗯好呢|车主说：谢谢了|技师说：不用客气，祝您生活愉快！！
Q58,北京现代,雅绅特,汽车漆面受伤，有暗斑怎么办?,"技师说：你好，长时间停放是吧？|车主说：不是，是孩子在车上粘贴了孩子玩得""贴花""，揭下后就有暗影，怎么洗都没用。|技师说：用清洗剂清洗过吗？美容泥呢？|车主说：用了风油精|技师说：这个不行，它不是清洗类得|技师说：建议用清洗剂|车主说：洗碗的洗洁精可以吗|技师说：那个不行，它是清楚油脂类得。|技师说：清洗剂是专门清洗类得产品。进行擦拭"
Q59,长城汽车,哈弗H6,麻烦问一下，哈佛H6导航机CD播不了视频怎回事？,技师说：你好，你的视频是什么格式的|车主说：屏幕上显示的是不支持|技师说：你是那一年的车|车主说：音乐CD支持，视频CD不支持|技师说：要是那样的话，你就得更换视频的格式|技师说：嗯嗯，视频CD你要在买CD的哪儿试好，建议你买个优盘|车主说：14款的，|车主说：优盘也不好使|车主说：视频格式怎么跟换？|技师说：买个好一点的，你把它断电试试|技师说：下载的时候在电脑上面选一个|车主说：我关机了重启也不好使|技师说：那你就要去店里让他给你换一个主机，你问问看海保修么|车主说：哦，那好吧，谢谢老师|技师说：没事
Q60,一汽-大众,迈腾,迈腾倒车影像显示无信号怎么办,技师说：您好。检查一下后面倒车灯亮不亮。如果倒车灯亮的检查一下接在倒车灯火线上面的倒车检测线有没有电。如果有电更换一个摄像头试试看。更换摄像头故障依然没有排除就是视频线损坏。更换视频线即可排除。|车主说：好
Q61,菲斯克,Karma,这个灯亮了是什么意思,技师说：您好，这是发动机故障灯，需要电脑解码看看才能大概知道什么问题了，如果是偶发历史故障那么清除故障码就可以了。
Q62,东风悦达起亚,智跑,11款高配智跑早上准备开车  启动完  仪表盘电门开起来就亮三个灯   电瓶也没问题  车子可以启动可以走灯光什么都可以  就是启动完了以后仪表盘不亮  码表  转速表水温表  油表 都不动  什么原因   电脑检查  有故障激活   请问什么原因  故障码在下面求解  谢谢了大家。。,技师说：尊敬的车主你好，如果更换的电瓶和原车型号不同启动电流比原车小的车辆会出现这种故障现象)。因为车辆启动时是电瓶最大电流输出，如果电瓶启动电流型号不符合，在车辆启动时会因为启动电流馈乏造成仪表系统工作程序混乱，仪表异常工作。请检查爱车电瓶型号。希望我的回答能够给予你帮助。|技师说：[图片]|技师说：[图片]|技师说：尊敬的车主你好，原车电瓶型号，风帆牌12v 6oA 启动电流550。希望我的回答能够给予你帮助。|车主说：电瓶没有问题呀。   测过 正常的    也是这种电瓶的   是不是那根线虚了呢|技师说：尊敬的车主你好，爱车电瓶用多长时间？
Q63,东风本田,本田XR-V,各位大师，车门上好像是修路铺油毡溅到的。现在用擦车布擦不下去，请问怎么清理才不会伤到车漆啊，谢谢啦,技师说：您好。用柏油清洗剂喷上去后用布擦可以擦掉而且不伤油漆。|车主说：哪个牌子的柏油清洗剂好|技师说：龟牌或者车仆都可以
Q64,比亚迪,比亚迪F6,比亚迪F6的那个底盘怎么那么矮呢怎么回事啊,技师说：您好。这个地盘高度是厂家出厂时候设计的。不过可以通过改减震的方法提高底盘。|车主说：大概多少钱|技师说：改减震大概1500元|车主说：哦
Q65,一汽海马,福美来,12款的福美来三代！现在空调不制冷，还有就是打方向盘的时候传来嗡嗡的声音,技师说：你好，一点也不制冷吗？一直都嗡嗡响？|车主说：现在一点都不制冷！今天早晨突然开始嗡嗡响的|技师说：不制冷首先检查一下氟利昂是否足够，其次检查一下压缩机是否正常运转导致。|技师说：两种可能，一个是氟利昂没有了，一个就是空调不工作导致|技师说：嗡嗡响建议检查一下助力油是否足够，助力泵是否异响导致|车主说：如果助力泵坏的话大概多少钱啊|车主说：维修空调大概花多少钱|技师说：不一定得，有可能是助力油少了，或者助力油更换就可以了|技师说：空调得话如果没有氟利昂得话重新充氟利昂百十块钱左右得。|车主说：好的！谢谢|技师说：不用客气，祝您生活愉快！
Q66,上汽大众,桑塔纳,c20汽车启动时档位挂不进与刹车油缺油有什么关系为什么还要排放空气,技师说：有的车刹车油和离合器油共用刹车油，刹车油亏了，离合器分泵里会进气，导致踩离合离合器不能彻底分离，所以离合器分泵需要放气
Q67,一汽-大众,迈腾,新迈腾仪表盘上出现压力损失怎么办，车胎没扎,技师说：你好，检查左前轮胎气压不少吗？？如果气压没问题，检查没有扎钉的，就调下四轮胎压！储存下就可以了！|技师说：希望能够帮到你解决问题，可以点击头像关注我，有问题可以一对一的进行电话?咨询或者图文咨询！??|车主说：没少气，也没扎，就突然报警了，都蒙圈了|技师说：哦哦，那就是四轮胎压不均匀也会造成的|车主说：那怎么办，不用上CS店整吧|技师说：不用的，小问题！调下胎压，储存下就可以了|车主说：轮胎总爱出这种问题嘛|技师说：会发生的，没事的|车主说：[图片]|车主说：[图片]|技师说：调下胎压，储存下就行了，很简单|车主说：自己能整吗|技师说：可以的|车主说：怎么整呀，请大神指教|技师说：你有气压表吗|车主说：没有，网上说在车上直接能调整，能吗|技师说：不行的|技师说：没有气压表，就去修理厂调下胎压！储存下就可以了
Q68,东风雪铁龙,世嘉,爱车加的机油是240一桶的，第二次发现车刚跑过4000公里多点，机油就剩无几，已经到刻度线以下了，但又没有发现有漏机油现象。很纳闷！,技师说：车跑了多少公里了？没有漏的，那就是烧机油了|车主说：接近3万公里|车主说：在河南许昌|技师说：首先检查机油的时候第一次和第二次要么都是凉车要么都是热车，第二因为车的公里数不多，以前是否出现过机油亏的情况，建议换一款机油试试，如果还是亏机油，只能修发动机了
Q69,东风标致,标致308,12年东风标致308，半球笼防尘套怎么换？手动变速箱，需要放变速箱油吗？变速箱油在哪加进去？,技师说：您好，防尘套拆装首先把半轴拆下来，在外球笼处分解开，然后更换防尘套即可，安装时注意球笼内的锁止卡簧安装到位，防尘套固定要牢固。更换半轴需要放出变速箱油，加注变速箱油从箱体上方的通气孔口处加注即可。|车主说：[图片]|车主说：卡箍下掉，可以从制动盘的那头下掉吗？
Q70,丰田(进口),普拉多(进口),你好，我家的车2.7排量，跑了八千公里，声音特别大，嗡嗡的，然后，我家人60km的速度，踩到了4000转，那个声音老大了，对车是不是不好，然后超车的时候，超车费劲，然后踩大油门，才超过去，总这样，车是不是慢慢的就损耗,技师说：你好，请问是自动档吗？如果是为变速器内部离合器打滑|车主说：自动挡，6速|技师说：你好，你的自动变速器内部离合片烧了，要更换离合片，否则长时间对发动机不好|车主说：怎么确定？|技师说：第一发动机在怠速松开刹车应该慢慢前行，而你的发动机4000转才60说明你的自动变速器三档离合片已经烧了升不上档|车主说：不是那意思，比较着急，才踩到4000转的，然后，车使劲往前冲|技师说：哪请问你车在怠速平路上松开刹车，车会慢慢前行吗|车主说：会，|技师说：哎呀，你的描述有误，如果平路怠速松开刹车，车自然慢慢前行为正常，如果超车急加速时间长了对车的变速器不利，自动变速器要缓慢加速，不得急加速，切忌啊|车主说：对机器不好吧，然后，那个声音大怎么办呢？|技师说：声音大要经检查确认，第一机油原因，第二是排气管漏气
